,Initial Solution,Moves,OFIS,OFFS,OF_Diff,Improvement,Label
20041,D0 C20 C26 D0 D0 C21 C28 C10 C11 D0 D0 C22 C49 D0 D0 C65 C61 D0 D0 C23 C7 D0 D0 C63 C69 C72 D0 D0 C13 S7 D0 D0 C5 D0 D0 C25 C52 D0 D0 C1 C4 C8 D0 D0 C9 C3 D0 D0 C43 C50 D0 D0 C27 C47 D0 D0 C62 C46 C51 C57 S16 D0 D0 C41 C45 D0 D0 C66 C6 D0 D0 C42 C44 C48 D0 D0 C74 C55 S16 D0 D0 C29 C32 C35 S11 D0 D0 C91 D0 D0 C68 C54 S16 D0 D0 C87 C89 D0 D0 C64 C88 S1 D0 D0 C86 D0 D0 C85 D0 D0 C98 C95 C100 S3 D0 D0 C84 C81 S20 D0 D0 C24 C34 C33 D0 D0 C82 C83 D0 D0 C17 C15 S7 D0 D0 C31 S12 C37 D0 D0 C59 D0 D0 C39 S10 C18 S7 D0 D0 C30 C36 S12 D0 D0 C96 C97 C99 S3 D0 D0 C93 C12 S7 D0 D0 C19 S7 C2 D0 D0 C16 C14 S7 D0 D0 C94 S4 C90 D0 D0 C38 S12 D0 D0 C92 S4 D0 D0 C56 C53 S16 D0 D0 C40 C58 S16 D0 D0 C60 C75 S14 D0 D0 C78 C76 S20 D0 D0 C77 C79 S19 D0 D0 C80 S18 D0 D0 C67 C73 S20 D0 D0 C71 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, TimeBasedDestroyCustomer, GreedyRepairCustomer",62544.03141,62544.47349,-0.442075519,Negative,0
20281,D0 C26 C65 D0 D0 C28 C10 C11 D0 D0 C8 D0 D0 C61 D0 D0 C7 D0 D0 C63 C72 D0 D0 C24 C27 C30 C13 S7 D0 D0 C52 D0 D0 C9 C3 D0 D0 C43 C50 C49 D0 D0 C62 C46 C51 S16 D0 D0 C41 C45 D0 D0 C75 C1 C99 D0 D0 C42 C44 C48 C47 D0 D0 C55 S16 D0 D0 C25 C29 C32 C35 S11 D0 D0 C2 C91 D0 D0 C54 S16 D0 D0 C5 C90 D0 D0 C64 C74 C88 C85 S1 D0 D0 C87 C86 C69 D0 D0 C98 C100 S3 D0 D0 C84 C81 S20 D0 D0 C33 C34 C20 D0 D0 C17 C15 S7 D0 D0 C31 C22 D0 D0 C66 S7 D0 D0 C36 C39 S12 C37 D0 D0 C83 C82 D0 D0 C89 C96 S3 D0 D0 C21 C18 C19 S7 D0 D0 C12 C14 C16 S7 C23 D0 D0 C94 S4 C97 C6 D0 D0 C38 S12 D0 D0 C4 C93 S4 C95 D0 D0 C92 S4 D0 D0 C60 C58 C56 C53 S16 D0 D0 C59 C57 S16 C68 D0 D0 C78 S14 C40 D0 D0 C76 S20 D0 D0 C79 S19 C67 D0 D0 C80 S18 D0 D0 C77 C73 S20 D0 D0 C70 C71 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",54684.71807,54674.20732,10.51074678,Medium,3
20461,D0 C21 C28 C11 D0 D0 C22 C49 D0 D0 C47 C67 D0 D0 C65 C61 D0 D0 C52 C23 D0 D0 C63 C69 C72 D0 D0 C24 C30 C13 S7 D0 D0 C5 D0 D0 C75 C4 C8 D0 D0 C3 C9 D0 D0 C43 C50 D0 D0 C45 C27 D0 D0 C62 C41 C51 C57 S16 D0 D0 C7 C99 D0 D0 C42 C44 C48 D0 D0 C32 C35 S11 D0 D0 C2 C91 D0 D0 C40 C68 C54 S16 D0 D0 C90 C89 D0 D0 C64 C88 S1 D0 D0 C87 C86 C74 D0 D0 C85 D0 D0 C98 C95 C100 S3 D0 D0 C84 C81 S20 D0 D0 C34 C33 C20 D0 D0 C46 C17 S7 D0 D0 C31 C37 S12 C26 D0 D0 C18 C16 S7 D0 D0 C36 C39 S12 D0 D0 C83 C82 D0 D0 C55 S15 C96 C97 S3 D0 D0 C12 S7 C25 D0 D0 C19 C15 S7 D0 D0 C10 C14 S7 D0 D0 C94 S4 C6 D0 D0 C38 S12 D0 D0 C29 C1 C93 S4 D0 D0 C92 S4 D0 D0 C56 C53 S16 D0 D0 C59 C58 S16 D0 D0 C66 C60 S14 D0 D0 C76 S20 D0 D0 C79 C77 S19 D0 D0 C80 S18 D0 D0 C78 C73 S20 D0 D0 C70 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",57306.13435,56981.10218,325.0321713,Lot,4
20836,D0 C27 C23 D0 D0 C28 C8 D0 D0 C86 C88 D0 D0 C2 C3 D0 D0 C21 C25 C34 C24 D0 D0 C68 C64 C79 S1 C83 C85 C98 C12 S7 C13 D0 D0 C41 C60 C50 S12 C39 D0 D0 C77 S19 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",9955.550431,9955.584162,-0.033731123,Negative,0
20895,D0 C88 C85 D0 D0 C3 C28 D0 D0 C50 C23 D0 D0 C13 C8 D0 D0 C2 C98 D0 D0 C83 S1 C64 D0 D0 C86 C79 S19 D0 D0 C21 C24 C34 D0 D0 C12 S7 S7 C27 C25 D0 D0 C68 C60 S14 C39 S12 D0 D0 C77 S19 C41 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",14074.53244,14069.42748,5.104957659,Little,2
20974,D0 C23 C13 D0 D0 C50 D0 D0 C25 C21 S1 D0 D0 C34 C27 D0 D0 C3 C8 D0 D0 C68 C28 D0 D0 C88 C2 D0 D0 S1 C83 C85 C98 D0 D0 C12 S7 C39 S12 C24 D0 D0 C86 C77 C79 S19 C64 C60 S14 D0 D0 C41 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",12980.76608,12029.09644,951.6696391,Lot,4
21053,D0 C13 C28 D0 D0 C50 D0 D0 C24 C83 S1 D0 D0 C25 C23 S1 D0 D0 C2 C3 D0 D0 C27 C8 D0 D0 C41 C68 C64 D0 D0 C86 C79 S19 D0 D0 C98 D0 D0 C21 C34 D0 D0 C12 S7 D0 D0 C85 S0 C39 S12 D0 D0 C88 C60 S14 D0 D0 C77 S19 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",19590.86933,19526.42412,64.44521535,Lot,4
21078,D0 C28 C13 D0 D0 C24 C85 C83 S1 D0 D0 C21 C23 C86 S1 D0 D0 C3 C8 D0 D0 C2 C27 C25 D0 D0 C41 C68 C64 D0 D0 C79 S19 D0 D0 C98 C12 S7 D0 D0 S0 C34 C39 S12 C50 D0 D0 C88 S0 D0 D0 C60 C77 S19 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",14285.4798,14258.6827,26.79710085,Medium,3
21143,D0 C21 C28 C13 D0 D0 C50 D0 D0 C88 C85 D0 D0 C2 C3 D0 D0 C24 C8 D0 D0 C27 C68 D0 D0 C83 S1 C64 D0 D0 C86 C79 S19 D0 D0 C98 D0 D0 C25 C34 D0 D0 C12 S7 S7 D0 D0 C39 C41 S12 D0 D0 C60 S14 C23 D0 D0 C77 S19 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",21362.04141,19698.13589,1663.905521,Lot,4
21203,D0 C8 C3 D0 D0 C88 C85 C83 C86 D0 D0 C77 C79 S19 D0 D0 C2 C98 D0 D0 C23 C28 C27 C25 C21 D0 D0 C12 S7 C13 D0 D0 C50 S12 C39 C34 C24 D0 D0 C64 C68 C60 S15 C41 D0 D0 S18 S19 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",10068.26695,10068.08711,0.179841617,Zero,1
21228,D0 C3 C8 D0 D0 C88 C85 C83 C86 D0 D0 C77 C79 S19 D0 D0 C2 C98 D0 D0 C23 C28 C27 C25 C21 D0 D0 C12 S7 C13 D0 D0 C50 C34 C39 S9 C24 D0 D0 C64 C68 C60 S15 C41 D0 D0 S18 S19 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",10068.08711,10066.94298,1.144129915,Zero,1
21258,D0 C28 C13 D0 D0 C85 C83 D0 D0 C3 C2 D0 D0 C25 C27 C23 D0 D0 C8 C98 D0 D0 C88 S1 D0 D0 C86 S19 C64 C68 D0 D0 C21 C24 C34 D0 D0 C79 C77 S5 C12 S7 D0 D0 C41 C50 S12 C39 D0 D0 C60 S14 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",16026.21923,13689.14772,2337.071519,Lot,4
21273,D0 C3 C2 D0 D0 C21 C25 C28 C23 D0 D0 C8 C98 D0 D0 C88 C85 C83 S1 D0 D0 C86 S19 C64 C68 D0 D0 C24 C34 D0 D0 C79 C77 S5 C12 S7 C13 D0 D0 C41 C50 C39 S9 C27 D0 D0 C60 S14 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",11235.82953,11233.77492,2.054610376,Little,2
21441,D0 C23 C28 D0 D0 C88 D0 D0 C85 C83 S1 D0 D0 C27 C25 C21 D0 D0 C3 C2 C98 D0 D0 C86 S1 C64 C68 D0 D0 C8 C12 C13 S10 C39 C34 C24 D0 D0 C79 C77 S18 C60 S14 C50 D0 D0 S19 C41 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyRouteRemoval, GreedyRepairCustomer",10054.01666,10047.86988,6.146780873,Little,2
21446,D0 C88 D0 D0 C85 C83 S1 D0 D0 C23 C28 C27 C25 C21 D0 D0 C3 C2 C98 D0 D0 C86 S1 C64 C68 D0 D0 C8 C12 C13 S10 C39 C34 C24 D0 D0 C79 C77 S18 C60 S14 C50 D0 D0 S19 C41 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",10047.86988,8835.134961,1212.734915,Lot,4
21510,D0 C21 C3 D0 D0 C25 C27 C28 C23 D0 D0 C13 C8 D0 D0 C41 C68 C64 D0 D0 C79 S1 S1 C83 C86 C88 C98 D0 D0 C2 S7 C24 D0 D0 C34 C39 C12 S12 D0 D0 C60 S14 C50 D0 D0 C77 S19 C85 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",11424.71845,11422.84096,1.877489184,Zero,1
21525,D0 C21 C27 C28 C23 D0 D0 C13 C8 D0 D0 C41 C68 C64 D0 D0 C79 S1 S1 C83 C86 C88 C98 D0 D0 C3 C2 C12 S7 C25 C24 D0 D0 C34 C39 S12 D0 D0 C50 S14 C60 D0 D0 C77 S19 C85 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",11387.59389,10169.92515,1217.668744,Lot,4
21580,D0 C23 C13 D0 D0 C98 C3 D0 D0 C24 C28 D0 D0 C2 C8 D0 D0 C27 C25 C21 D0 D0 S1 C83 C85 C88 D0 D0 C86 C77 C79 S19 D0 D0 C50 C68 D0 D0 S12 C39 C34 D0 D0 S15 C60 S14 C64 D0 D0 C41 C12 S19 D0,"RandomDestroyStation, DeterministicBestRepairStation, TimeBasedDestroyCustomer, GreedyRepairCustomer",13594.45436,13558.27019,36.18417243,Medium,3
21685,D0 C61 C62 D0 D0 C10 D0 D0 C75 C1 C4 D0 D0 C69 C64 C46 D0 D0 C51 C29 D0 D0 C8 D0 D0 C68 S16 C42 D0 D0 C13 D0 D0 C26 C30 S12 C37 D0 D0 C88 C90 D0 D0 C6 C100 S3 D0 D0 C58 C60 S14 C48 C23 S13 D0 D0 C45 C85 S1 D0 D0 C87 C84 D0 D0 C2 C98 S3 C63 D0 D0 C15 S7 D0 D0 C57 C59 S14 D0 D0 C12 C14 S7 D0 D0 C82 C97 S3 D0 D0 C92 S4 C95 D0 D0 C47 C44 S16 C72 D0 D0 C25 C34 S14 S14 S14 D0 D0 C78 S20 D0 D0 C83 C77 S19 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",29704.54015,29703.95611,0.584039046,Zero,1
21700,D0 C75 C1 C4 D0 D0 C64 C69 D0 D0 C46 C29 D0 D0 C8 D0 D0 C68 S16 C42 D0 D0 C26 C30 C34 S12 C37 D0 D0 C88 C90 D0 D0 C6 C100 S3 D0 D0 C44 C48 C23 S13 D0 D0 C45 C85 S1 C82 S1 D0 D0 C84 C87 D0 D0 C2 C98 S3 C63 D0 D0 C57 C59 C58 C60 S14 D0 D0 C10 C12 C14 C15 S7 C13 D0 D0 C61 S3 D0 D0 C97 C92 S4 C95 D0 D0 C47 S16 C72 C62 D0 D0 C25 C51 S14 S14 S14 D0 D0 C78 S20 D0 D0 C83 C77 S19 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",26034.32638,24792.2787,1242.04768,Lot,4
21730,D0 C75 C1 C4 D0 D0 C46 C29 D0 D0 C68 S16 C42 D0 D0 C23 C26 C30 C34 S12 C37 D0 D0 C90 C88 D0 D0 C8 C6 C100 S3 D0 D0 C44 C45 C48 C47 D0 D0 C83 C82 S1 S1 D0 D0 C85 C84 C87 D0 D0 C2 S3 C63 D0 D0 C57 C59 C58 C60 S14 D0 D0 C10 C12 C14 C15 S7 C13 D0 D0 C69 C64 C61 S3 D0 D0 C97 C92 S4 C95 C98 D0 D0 S16 C72 C62 D0 D0 C25 C51 S14 S14 S14 D0 D0 C77 C78 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",21889.15344,21884.6783,4.475143913,Little,2
21755,D0 C75 C4 C6 C8 D0 D0 C68 S16 C57 D0 D0 C23 C26 C30 C34 S12 C37 C29 D0 D0 C90 C88 D0 D0 C100 S3 D0 D0 C44 C45 C48 C46 C47 D0 D0 C83 C82 S1 D0 D0 C85 C84 C87 D0 D0 C2 S3 C1 D0 D0 C59 C58 C60 S14 D0 D0 C10 C12 C14 C15 S7 C13 D0 D0 C69 C64 C62 C63 S3 D0 D0 C97 S4 C92 C95 C98 D0 D0 C61 C72 S16 D0 D0 C25 C51 S14 S14 S14 C42 D0 D0 C77 C78 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ZoneDestroyCustomer, GreedyRepairCustomer",20651.46004,20650.50775,0.952284286,Zero,1
21845,D0 C69 C64 D0 D0 C47 C51 C48 C45 C46 D0 D0 C6 C4 D0 D0 C42 C44 S16 D0 D0 C23 C26 C13 D0 D0 C37 S12 D0 D0 C8 C1 D0 D0 C63 C62 C61 C68 D0 D0 C75 C2 C100 S3 D0 D0 C78 C77 S19 C72 S13 D0 D0 C85 C84 C83 C82 S1 D0 D0 C98 C95 C92 C97 S3 D0 D0 C25 C29 C34 C30 C15 S7 C10 D0 D0 C90 C87 C88 D0 D0 C57 S14 S14 D0 D0 C12 C14 S7 D0 D0 C59 C60 C58 S16 D0 D0 S14 S14 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",21414.01781,21405.44054,8.577272344,Little,2
21930,D0 C61 C63 D0 D0 C10 C25 D0 D0 C75 C1 C4 C30 C26 D0 D0 C64 C23 D0 D0 C47 C69 D0 D0 C6 D0 D0 C42 C57 S16 C68 D0 D0 C13 S7 D0 D0 C37 S12 C34 C29 D0 D0 C2 C100 S3 D0 D0 C44 C46 S13 S1 D0 D0 C90 C88 C85 C84 S1 C72 D0 D0 C77 C78 S20 D0 D0 C8 S3 D0 D0 C15 S7 D0 D0 C59 C58 S14 C51 C45 D0 D0 C82 C83 C87 D0 D0 C12 C14 S7 D0 D0 C98 C95 C97 C92 S4 D0 D0 C62 C60 S15 C48 S14 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",25914.12114,25014.16778,899.9533642,Lot,4
22050,D0 C6 C8 D0 D0 C51 C48 C47 D0 D0 C4 C75 D0 D0 C42 C44 C57 S16 C68 D0 D0 C13 S7 D0 D0 C37 S12 C34 C26 C23 D0 D0 C90 C88 D0 D0 C1 C2 C100 S3 D0 D0 C29 S13 C69 C63 D0 D0 C87 C84 C83 C82 S1 D0 D0 C77 C78 S20 D0 D0 C98 C95 S3 D0 D0 C25 C30 C15 S7 D0 D0 C59 C58 C60 S14 S14 S14 C45 C46 D0 D0 C10 C12 C14 S7 D0 D0 C97 S3 D0 D0 C92 S4 C85 D0 D0 C64 S16 C72 C61 C62 D0 D0 S14 S19 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",22648.1446,22634.46379,13.68080938,Medium,3
22120,D0 C62 C61 D0 D0 C8 C25 D0 D0 C75 C1 C26 D0 D0 C69 C64 C68 D0 D0 C47 C51 C23 D0 D0 C88 C4 D0 D0 C42 C46 C57 C60 C58 S16 C72 D0 D0 C13 C15 S7 D0 D0 C30 C34 C37 S12 C29 D0 D0 C82 C83 C90 D0 D0 C2 C100 S3 D0 D0 C44 C48 S13 S1 C85 D0 D0 C45 C63 C84 S1 D0 D0 C87 S20 C78 D0 D0 C98 C95 S3 D0 D0 S7 C6 D0 D0 C59 S18 C77 S19 D0 D0 C10 C12 C14 S7 D0 D0 C97 S3 D0 D0 C92 S4 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",25501.792,24674.74834,827.0436542,Lot,4
22150,D0 C62 C61 D0 D0 C8 D0 D0 C23 C26 C75 D0 D0 C69 C64 C68 D0 D0 C47 C51 C46 D0 D0 C4 C88 D0 D0 C42 C44 C59 C57 C60 C58 S16 C72 D0 D0 C13 C15 S7 D0 D0 C25 C30 C34 S12 C37 C29 D0 D0 C82 C83 C87 C90 D0 D0 C48 C45 S1 D0 D0 C63 C85 C84 S1 D0 D0 C78 S20 D0 D0 C1 C2 C98 S3 D0 D0 C6 S7 D0 D0 C77 S18 S19 D0 D0 C10 C12 C14 S7 D0 D0 C95 C97 C100 S3 D0 D0 C92 S4 D0,"RandomDestroyStation, DeterministicBestRepairStation, TimeBasedDestroyCustomer, GreedyRepairCustomer",23405.08526,23402.07068,3.014577799,Little,2
22210,D0 C23 C26 C29 D0 D0 C72 C63 D0 D0 C4 C1 C98 D0 D0 C62 C64 C69 D0 D0 C51 C44 C68 D0 D0 C8 D0 D0 C6 D0 D0 C42 C46 S16 D0 D0 C13 S7 D0 D0 C2 C10 C30 S12 C37 D0 D0 C90 C88 D0 D0 C75 C100 S3 D0 D0 C77 S15 C48 D0 D0 C47 C45 S1 D0 D0 C95 S3 D0 D0 C34 C15 S7 D0 D0 C83 C85 D0 D0 C25 C59 S14 S14 S14 D0 D0 C14 C12 S7 D0 D0 C87 C82 C97 S3 D0 D0 C92 S4 C84 D0 D0 C57 C58 S16 D0 D0 C60 S14 C61 D0 D0 C78 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",29699.04027,29694.66014,4.380137058,Little,2
22220,D0 C23 C26 C29 D0 D0 C62 C72 C63 D0 D0 C4 C1 C98 D0 D0 C64 C69 D0 D0 C51 C48 C44 C68 D0 D0 C42 C46 S16 D0 D0 C13 S7 D0 D0 C6 C8 C10 C30 S12 C37 D0 D0 C82 C90 D0 D0 C75 C2 C100 S3 D0 D0 C47 C45 S15 C77 S1 D0 D0 C95 S3 D0 D0 C34 C15 S7 D0 D0 C83 C85 D0 D0 C25 S14 S14 C59 D0 D0 C14 C12 S7 D0 D0 C87 C88 S3 D0 D0 C97 C92 S4 C84 D0 D0 C57 S16 D0 D0 C58 C60 S14 C61 D0 D0 C78 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",26016.02721,26014.47652,1.550697962,Zero,1
22315,D0 C23 C26 C25 D0 D0 C63 C64 C69 D0 D0 C6 D0 D0 C61 D0 D0 C47 C51 C46 D0 D0 C42 C57 S16 D0 D0 C29 C30 C13 S7 D0 D0 C37 S12 D0 D0 C62 C72 C68 D0 D0 C2 C100 S3 D0 D0 C77 S15 C44 C48 S13 D0 D0 C45 C85 S1 D0 D0 C90 C88 D0 D0 C98 C95 S3 D0 D0 C15 S7 D0 D0 C87 C84 D0 D0 C1 C75 C59 S14 S14 D0 D0 C12 C14 S7 D0 D0 C34 C8 C97 S3 D0 D0 C92 S4 C4 D0 D0 C10 S16 D0 D0 C58 C60 S14 S19 C82 C83 D0 D0 C78 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",28894.18187,28892.93952,1.242354032,Zero,1
22360,D0 C25 C26 C23 D0 D0 C64 C69 D0 D0 C61 D0 D0 C51 C48 C46 D0 D0 C59 C57 S16 D0 D0 C13 S7 D0 D0 C30 C37 S12 C34 C29 D0 D0 C63 C62 C72 C68 D0 D0 C75 C1 C100 S3 D0 D0 C77 S15 C47 S13 D0 D0 C88 C90 D0 D0 C98 C95 S3 D0 D0 C15 C14 C12 S7 D0 D0 C87 C84 C85 D0 D0 C42 C44 S14 C45 D0 D0 C10 S7 D0 D0 C8 C6 C97 S3 D0 D0 C92 S4 C2 C4 D0 D0 S14 C60 C58 S19 C82 C83 D0 D0 C78 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",25152.23793,25139.64496,12.5929734,Medium,3
22490,D0 C23 D0 D0 C63 C69 C61 D0 D0 C25 C10 D0 D0 C62 C75 C1 D0 D0 C45 C64 D0 D0 C47 C51 C26 D0 D0 C4 D0 D0 C6 D0 D0 C42 C46 C57 S16 D0 D0 C13 D0 D0 C30 C37 S12 D0 D0 C85 C90 D0 D0 C68 C72 D0 D0 C2 C100 S3 D0 D0 C44 C48 S13 S1 D0 D0 C84 S1 D0 D0 C87 C83 C78 S20 D0 D0 C98 S3 D0 D0 C34 C15 S7 D0 D0 C88 S15 S14 D0 D0 C12 C14 S7 D0 D0 C95 C97 S3 D0 D0 C92 S4 C8 D0 D0 C29 C58 S16 D0 D0 C82 C60 S14 D0 D0 C59 C77 S19 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",35043.98058,33764.8938,1279.086774,Lot,4
22520,D0 C63 C61 D0 D0 C10 C25 D0 D0 C62 C75 C1 D0 D0 C64 C69 D0 D0 C47 C48 C46 D0 D0 C57 S16 C68 D0 D0 C30 C34 S12 C37 D0 D0 C100 S3 D0 D0 C45 S1 C87 D0 D0 C90 C85 C84 C82 S1 D0 D0 C78 S20 D0 D0 C98 S3 C2 C4 C6 C8 C26 D0 D0 C13 C15 S7 D0 D0 C88 S15 S14 C44 D0 D0 C12 C14 S7 D0 D0 C95 S3 D0 D0 C92 S4 C97 D0 D0 C23 C29 C42 S16 D0 D0 C83 C72 S16 C58 C60 S14 C51 D0 D0 C59 C77 S19 D0,"RandomDestroyStation, DeterministicBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",25052.40981,25049.98143,2.428381937,Little,2
22580,D0 C26 C64 D0 D0 C63 C61 D0 D0 C25 C10 D0 D0 C69 C75 D0 D0 C47 C51 C23 D0 D0 C4 C8 D0 D0 C6 D0 D0 C42 C46 S16 D0 D0 C29 S7 D0 D0 C30 C37 S12 D0 D0 C1 C88 D0 D0 C68 D0 D0 C2 C100 S3 D0 D0 C44 C62 C48 S13 D0 D0 C45 C85 S1 D0 D0 C87 C84 D0 D0 C98 C95 S3 D0 D0 C34 C15 S7 D0 D0 C90 C83 C82 D0 D0 C57 C77 S19 D0 D0 C12 C14 S7 D0 D0 C72 S3 C97 S3 D0 D0 C92 S4 D0 D0 C13 C59 S16 D0 D0 C58 C60 S14 S14 S14 S14 D0 D0 C78 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",32842.45477,32856.14521,-13.69043571,Negative,0
22610,D0 C47 C51 C23 D0 D0 C8 C6 C4 D0 D0 C42 S16 C72 C61 C62 D0 D0 C29 C13 S7 D0 D0 C26 C30 C34 S12 C37 D0 D0 C68 C64 D0 D0 C1 C2 C100 S3 D0 D0 C69 C44 C45 C48 S13 D0 D0 C63 C85 S1 C82 S1 D0 D0 C84 C90 D0 D0 C95 S3 D0 D0 C15 S7 D0 D0 C88 C83 C87 D0 D0 C75 C77 S19 D0 D0 C10 C12 C14 S7 D0 D0 C98 C97 S3 S3 D0 D0 C92 S4 D0 D0 C25 C46 C59 S16 D0 D0 C57 C58 C60 S14 S14 S14 D0 D0 C78 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",26088.01762,24849.62226,1238.39536,Lot,4
22635,D0 C47 C51 C25 D0 D0 C8 C6 C4 D0 D0 C62 C72 S16 C61 D0 D0 C23 C26 C30 C34 S12 C37 C29 D0 D0 C68 C64 D0 D0 C75 C1 C2 C100 S3 D0 D0 C69 C45 C48 S13 D0 D0 C85 C84 C83 C82 S1 S1 D0 D0 C98 C95 S3 D0 D0 C13 C15 S7 D0 D0 C88 C87 C90 D0 D0 C10 S19 C77 S19 C63 D0 D0 C12 C14 S7 D0 D0 C97 S3 S3 D0 D0 C92 S4 D0 D0 C46 C59 S16 D0 D0 C57 C58 C60 S14 S14 C44 C42 D0 D0 C78 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ZoneDestroyCustomer, GreedyRepairCustomer",22376.52658,22377.25122,-0.724637995,Negative,0
22680,D0 C10 C11 D0 D0 C21 C22 C49 D0 D0 C4 C67 D0 D0 C65 C61 D0 D0 C23 C7 D0 D0 C63 C69 C72 D0 D0 C24 C27 C30 C13 S7 D0 D0 C5 D0 D0 C52 D0 D0 C75 C1 C8 D0 D0 C9 C3 D0 D0 C43 C47 D0 D0 C32 C35 S13 D0 D0 C64 C55 S16 D0 D0 C41 C44 C50 C51 C57 S16 D0 D0 C6 C99 C91 S1 D0 D0 C42 C40 C45 D0 D0 C74 C46 C54 S16 D0 D0 C20 C25 C29 C34 D0 D0 C2 C100 S1 D0 D0 C48 D0 D0 C87 C84 C85 C88 D0 D0 C90 C86 C83 D0 D0 C82 C96 S3 D0 D0 C17 C18 S7 D0 D0 C26 C28 C33 C31 S11 S11 D0 D0 C68 C59 S14 D0 D0 C36 C39 S12 D0 D0 C81 S20 D0 D0 C95 C94 S4 D0 D0 C12 C19 S7 D0 D0 C15 C14 C16 S7 D0 D0 C97 S4 C93 C98 D0 D0 C38 S12 D0 D0 C92 S4 D0 D0 C37 S11 S16 D0 D0 C66 C53 S16 D0 D0 C56 C58 C60 S14 D0 D0 C78 C76 S20 D0 D0 C89 C79 C77 S19 D0 D0 C80 S18 D0 D0 C73 C71 S20 D0 D0 C62 C70 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",53723.64292,53709.99016,13.65276258,Medium,3
